,RTT,MISS,HIT,TH
0,0.7923834037780761,0.91,0.08,1.285837178242262
1,0.6196192598342896,0.89,0.09,1.6308692539193381
2,0.645120906829834,0.89,0.09,1.3409485118859803
3,0.6577556443214416,0.96,0.04,1.4592047491894282
4,0.6595641160011292,0.93,0.06,1.5316924245743382
5,0.745881667137146,0.92,0.07,1.1915375845222178
6,0.709197552204132,0.92,0.07,1.5644434707251318
7,0.4623274850845337,0.95,0.05,2.091922525054209
8,0.9389635753631592,0.98,0.02,1.4241579067460683
9,0.6333079075813294,0.92,0.05,1.5864177092577634
10,0.7159719395637513,0.94,0.05,1.42415860686005
11,0.8691772866249085,0.88,0.1,1.1888104025501445
12,0.8150691175460816,0.94,0.04,1.2417336618606198
13,1.5130054068565368,0.94,0.04,0.6850258665984238
14,0.8474394273757935,0.93,0.06,1.1179324083771809
15,0.50904381275177,0.98,0.02,1.9793101787317544
16,0.5678833103179932,0.97,0.02,1.9660170667365102
17,0.7617723321914673,0.93,0.07,1.3111439176672002
18,0.8178411626815796,0.93,0.07,1.3070718970600386
19,0.8525966620445251,0.95,0.04,1.1514908792227123
20,0.7781895089149475,0.98,0.02,1.4445193967821273
21,0.6632873106002808,0.94,0.05,1.3330371105694814
22,0.6138601207733154,0.95,0.03,1.5749545658415847
23,0.4835409426689148,0.97,0.02,2.342951464971842
24,0.49686498880386354,0.91,0.07,1.9566921033024907
25,0.4781136965751648,0.92,0.07,1.9078880327717072
26,0.6609658622741699,0.96,0.04,1.871001318804916
27,0.5850762724876404,0.96,0.02,1.4850934157791458
28,0.801888816356659,0.94,0.05,1.2984637505368224
29,0.649580819606781,0.93,0.04,1.2374194183975085
30,1.5123769330978394,0.95,0.04,0.7154194012889006
31,0.6200235438346863,0.94,0.05,1.4226848137805383
32,1.4573487734794617,0.91,0.07,0.5769997513994891
33,2.704797601699829,0.96,0.04,0.44853109868094165
34,0.8400800800323487,0.95,0.05,1.3926664705047511
35,1.0942937922477722,0.89,0.1,0.963690050579419
36,0.9017133808135986,0.93,0.03,1.0609956781796621
37,0.7413242363929748,0.91,0.07,1.2525870252375841
38,0.791739547252655,0.9,0.07,1.4521678044119515
39,0.6245682692527771,0.97,0.02,1.4784877257769753
40,1.2537630009651184,0.92,0.07,0.7068505924307905
41,1.0889457011222838,0.93,0.06,0.9266734594388036
42,0.7829080724716186,0.9,0.08,1.1352930328001198
43,0.9961732840538025,0.91,0.08,0.9307127332576863
44,0.6336010193824768,0.94,0.04,1.988433227629437
45,0.6038699460029602,0.94,0.06,1.3330963816438286
46,0.8510954737663269,0.92,0.05,0.8731699120797302
47,0.6172033047676087,0.94,0.05,1.8072421054517647
48,0.6991558957099915,0.96,0.03,1.7217270245251792
49,1.0059188795089722,0.92,0.06,0.9113615209682753
