,RTT,MISS,HIT,TH
0,1.0543326187133788,0.9,0.09,0.9115886798350877
1,0.5392561340332032,0.68,0.31,1.5003102031477034
2,0.43889249801635744,0.56,0.41,2.3267840863434857
3,0.36596659183502195,0.51,0.47,2.5171066992237017
4,0.4022040843963623,0.52,0.45,2.2131133783385586
5,0.6235852885246277,0.56,0.42,2.0281505405495968
6,0.5389312171936035,0.61,0.39,1.7443567750544433
7,0.5398268365859985,0.57,0.43,2.0771586812753187
8,0.484695188999176,0.51,0.48,3.025942392843709
9,0.6029499053955079,0.5,0.49,1.977287183116759
10,0.45792743682861325,0.59,0.4,2.09670284586889
11,0.5299420166015625,0.53,0.45,2.275765955932402
12,0.800267026424408,0.62,0.37,1.3707677609826137
13,0.3372636342048645,0.48,0.51,2.927360023050359
14,0.4313596940040588,0.56,0.43,2.7167468270435413
15,0.6267926263809204,0.6,0.38,1.5715632228917757
16,0.5848618245124817,0.55,0.45,1.7714085559672053
17,0.5850957942008972,0.6,0.4,1.572505919747029
18,0.5011145091056823,0.51,0.48,1.9136296047611807
19,0.46683799743652343,0.45,0.53,1.9092418459814686
20,0.4736506509780884,0.51,0.48,1.5715589505955
21,0.8552251529693603,0.65,0.35,1.3902557892174123
22,0.48556952476501464,0.58,0.41,1.8719304932488843
23,0.45474790811538696,0.57,0.41,2.2139826088975325
24,0.4103313732147217,0.51,0.48,2.473574545490262
25,0.5690443181991577,0.57,0.42,1.862103259994502
26,0.49275395154953006,0.53,0.46,1.6676463322433692
27,0.7096669030189514,0.63,0.36,1.5877640555119839
28,0.6557510447502136,0.59,0.41,1.5459457794476803
29,0.38808584213256836,0.47,0.53,2.542229303131806
30,0.507749879360199,0.57,0.43,2.2896094460227037
31,0.508338406085968,0.54,0.46,2.1424250203432784
32,0.4349497890472412,0.61,0.37,2.011012172039465
33,0.4052193760871887,0.56,0.44,2.1368419456173573
34,0.4467481255531311,0.51,0.49,1.9261267608780661
35,0.45846534967422486,0.6,0.4,2.306259176950498
36,0.7288158535957336,0.53,0.44,1.3302752886297469
37,0.4967839026451111,0.54,0.45,1.9446085810274738
38,0.6509871125221253,0.58,0.41,1.4544810208786112
39,0.395757577419281,0.56,0.43,2.9782668665147716
40,0.46738184452056886,0.53,0.45,1.8904659869840437
41,0.32238451480865477,0.46,0.54,3.281045060826856
42,0.4327757215499878,0.5,0.48,2.5340070281029634
43,0.6327570700645446,0.62,0.38,1.2970626466746262
44,0.6487944865226746,0.6,0.39,1.7187715727621669
45,0.6303358864784241,0.5,0.48,1.5852219450529448
46,0.6121491408348083,0.63,0.36,1.5291532366172236
47,0.7828214693069458,0.57,0.43,1.0954250408578967
48,0.3846066808700562,0.56,0.43,2.3982824165023855
49,0.3269661331176758,0.51,0.48,2.7120686523238633
