,RTT,MISS,HIT,TH
0,0.6619920635223389,0.82,0.17,1.466182532212861
1,0.4242320394515991,0.65,0.35,2.4451182926704558
2,0.45823399782180785,0.63,0.33,1.9903397049004268
3,0.3886482858657837,0.53,0.47,2.406610691505806
4,0.6697859239578247,0.58,0.42,1.6288013841101499
5,0.2449109959602356,0.5,0.46,3.6921251185749737
6,0.5024262261390686,0.46,0.52,1.8072192747133247
7,0.3664301872253418,0.48,0.51,2.3423336556935315
8,0.48425002813339235,0.54,0.46,2.166473389880753
9,0.5161700797080994,0.59,0.41,1.9685302963988442
10,0.405012423992157,0.55,0.45,2.465057615169192
11,0.37459359884262083,0.55,0.45,3.4024376389183124
12,0.7146201920509339,0.55,0.43,1.6133111446112456
13,0.40105154991149905,0.46,0.53,2.439925441544698
14,0.3793720293045044,0.49,0.48,2.730351317409846
15,0.3816866016387939,0.46,0.54,2.8322159472158095
16,0.5173388671875,0.6,0.37,1.7219030243036877
17,0.3768929934501648,0.6,0.38,2.262753977443639
18,0.31627278327941893,0.44,0.54,2.6456390945937254
19,0.5404067873954773,0.51,0.47,2.1142469462802347
20,0.3093127822875977,0.42,0.54,2.7382462300328947
21,0.4374800562858582,0.46,0.5,2.1696302411093082
22,0.18410024166107178,0.4,0.59,5.417542046664761
23,0.27545020103454587,0.59,0.41,3.224208792240515
24,0.6414122271537781,0.56,0.43,1.7322858420246678
25,0.3192908191680908,0.54,0.44,3.1669486853227222
26,0.4882596302032471,0.56,0.44,2.397674121681287
27,0.3637962508201599,0.49,0.5,3.0291369894978937
28,0.2537131905555725,0.52,0.48,4.067578346006234
29,0.2961383318901062,0.59,0.39,3.46737172944245
30,0.2784491205215454,0.49,0.49,3.2383820724986903
31,0.6284654784202576,0.49,0.48,1.6517365482179198
32,0.47415578842163086,0.51,0.48,2.8121146521031726
33,0.3618794345855713,0.51,0.47,2.3742650117268025
34,0.373878026008606,0.56,0.44,2.4698045238388664
35,0.574799964427948,0.47,0.51,1.7424153479145599
36,0.3515654134750366,0.48,0.49,2.220334111607446
37,0.46849699020385743,0.54,0.46,1.7629879748866735
38,0.439551420211792,0.52,0.46,2.279666118510514
39,0.28384478330612184,0.4,0.56,3.91179047600292
40,0.44282328844070434,0.55,0.43,2.1391409727694155
41,0.37448020458221437,0.54,0.43,2.8842039359730083
42,0.3877657651901245,0.6,0.39,3.0979371255505397
43,0.5139194560050965,0.49,0.51,1.7674237263961308
44,0.368600161075592,0.56,0.44,2.5377855432031784
45,0.25030643701553346,0.46,0.54,3.7999952831455666
46,0.3200260806083679,0.45,0.55,2.4506670159791115
47,0.41812857627868655,0.55,0.44,2.111094936050643
48,0.43475348472595216,0.61,0.37,2.4263957324343206
49,0.29389912128448487,0.5,0.5,3.022826322573627
