,RTT,MISS,HIT,TH
0,0.644991774559021,0.84,0.15,1.4916714878384234
1,0.36352490186691283,0.67,0.33,2.763636259415881
2,0.35666868686676023,0.61,0.37,2.943971586696238
3,0.48071693181991576,0.51,0.48,2.524764824498986
4,0.5198347878456115,0.54,0.46,1.9553924896267045
5,0.29357812881469725,0.56,0.44,3.6855883112564887
6,0.39676557064056395,0.54,0.46,2.2357680848362107
7,0.3870475053787231,0.56,0.44,2.1230743735086026
8,0.3196784710884094,0.56,0.44,3.2847973666315267
9,0.36330429315567014,0.45,0.54,3.9563932138399154
10,0.5917797446250915,0.5,0.49,1.9780865611437946
11,0.341833188533783,0.59,0.4,2.748010408319859
12,0.4656433844566345,0.54,0.45,2.2809481149171447
13,0.31562423944473267,0.48,0.5,2.56616970047963
14,0.41324236154556276,0.5,0.48,2.415105257523221
15,0.38235844612121583,0.51,0.49,2.886102428740802
16,0.4746456265449524,0.55,0.44,1.649701074251533
17,0.3554137086868286,0.45,0.53,2.822538623246911
18,0.29299992322921753,0.5,0.49,4.3092682963341264
19,0.3461575961112976,0.36,0.6,2.7296170605951406
20,0.6217120313644409,0.46,0.54,2.0169447859131795
21,0.38310324668884277,0.51,0.49,2.4904621097479906
22,0.26155881643295287,0.48,0.51,3.7021335897053103
23,0.40735994100570677,0.5,0.5,2.5852546949019892
24,0.42771986246109006,0.57,0.42,2.5727913444751636
25,0.6006486463546753,0.63,0.37,1.695916849529533
26,0.36195037126541135,0.49,0.5,2.4443040544673287
27,0.30391387939453124,0.41,0.59,3.549657298143827
28,0.5227530241012573,0.53,0.47,1.8009348135643546
29,0.3470105528831482,0.52,0.47,2.906420544333188
30,0.33462579011917115,0.5,0.46,3.3089668300989783
31,0.24724709510803222,0.43,0.56,3.4491747602833436
32,0.2854169940948486,0.46,0.52,3.024667128661281
33,0.4151420783996582,0.55,0.43,1.9944097288131744
34,0.5114631342887879,0.46,0.54,2.1622501522769944
35,0.4502087140083313,0.52,0.48,2.3083021000361383
36,0.380920250415802,0.46,0.53,2.5601112015848493
37,0.4330374956130981,0.55,0.43,2.190809732669496
38,0.3176447868347168,0.43,0.57,3.071864801318863
39,0.4197105884552002,0.57,0.43,2.182584250189293
40,0.5317104196548462,0.48,0.51,2.0952302584613207
41,0.25501357555389403,0.56,0.43,3.963233399652504
42,0.5915641546249389,0.63,0.37,1.327210571941745
43,0.2523919892311096,0.42,0.57,3.582292301567852
44,0.2167714285850525,0.46,0.54,3.684935626498339
45,0.3042694282531738,0.5,0.47,3.739023820209034
46,0.3310908341407776,0.57,0.41,2.667262119447586
47,0.44804402828216555,0.59,0.4,2.1227321869381948
48,0.45796793699264526,0.53,0.47,2.607277723067273
49,0.37075554847717285,0.49,0.51,2.280302165328356
